region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Elk Mtns (Aspen/Crested Butte),Spring,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.16245692535394668,0.026392252595457803,0.5660867826434713,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,mean_depth,Base (mean snow depth),30,within_nina,12,-0.18061999320233807,0.03262358194441265,0.5664867026594681,0.732389290340833,False,2619
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),53,nested,53,,0.006749738882178202,0.5665487007919495,0.37669626558347646,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nino,15,0.16270386265094958,0.026472546921539063,0.5666866626674665,0.6688990105175066,False,2619
Jemez (Pajarito),Early season,mean_swe,Base (mean SWE in window),46,within_nina,16,0.1532372161336156,0.023481644408380423,0.5680863827234554,0.6509928978614332,False,2619
Wind River Range,Spring,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.007461835635239412,0.5681244511347185,0.3949367405566347,False,2619
Central Oregon (Mt Bachelor),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0078123200595010345,0.5683146942073556,0.40301026636269627,False,2619
San Francisco Peaks (AZ Snowbowl),Early season,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.007801056699251479,0.5685947924341606,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.1543797915182905,0.023833120029230843,0.5692861427714457,0.6509928978614332,False,2619
Central Oregon (Mt Bachelor),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.15862748909814822,0.02516268029758313,0.5698860227954409,0.6688990105175066,False,2619
Snowy Range & Sierra Madre,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.007393191108482842,0.569916548302633,0.3949367405566347,False,2619
Bighorn Mtns (Meadowlark),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nino,16,-0.1543346382512895,0.023819180564156398,0.5706858628274345,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.007903303751469833,0.5707780133586775,0.40723664075787896,False,2619
Tetons (Jackson/Targhee),Early season,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.16187302285565472,0.026202875528427316,0.5708858228354329,0.6688990105175066,False,2619
Mt Hood,Spring,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.14844326665162294,0.022035403414204832,0.5712857428514297,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nino,16,0.15040413037378547,0.02262140243349466,0.5714857028594281,0.6509928978614332,False,2619
Central Oregon (Mt Bachelor),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.1488584126001789,0.0221588270018451,0.5716856628674265,0.6509928978614332,False,2619
Park Range (Steamboat),Midwinter,new_snow_in_total,Total new snow in the window (in),47,within_nino,16,-0.1520745752638405,0.02312667644167749,0.5730853829234153,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.14989801299205827,0.022469414298967268,0.5734853029394121,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.15448846515441428,0.023866685865766676,0.5738852229554089,0.6509928978614332,False,2619
Mt Hood,Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.007197844365029161,0.5750768942534996,0.3949367405566347,False,2619
Bridger Range (Bridger Bowl),Holidays,new_snow_in_total,Total new snow in the window (in),50,nested,50,,0.006867082103369483,0.5755093454866701,0.387328532677401,False,2619
S Washington Cascades (Crystal/White Pass),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nino,15,-0.1576492536773229,0.02485328718501691,0.5766846630673865,0.6688990105175066,False,2619
Coeur d'Alenes (Silver/Lookout),Holidays,new_snow_in_total,Total new snow in the window (in),44,within_nino,15,0.15653601943188938,0.02450352537958085,0.5766846630673865,0.6688990105175066,False,2619
Wind River Range,Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,-0.15163209106582182,0.02299229104099368,0.5766846630673865,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Spring,mean_swe,Base (mean SWE in window),53,within_nino,18,-0.1411561206930008,0.019925050409097006,0.5770845830833833,0.6189900709973589,False,2619
North Cascades (Mt Baker),Midwinter,days_with_base,Days per 30 with a skiable base,31,within_nina,13,-0.20166436347007,0.0406685154937885,0.5770845830833833,0.7093821438227795,False,2619
Whitefish & Flathead Range,Spring,days_with_base,Days per 30 with a skiable base,50,nested,50,,0.006809090671358723,0.5771321561774665,0.387328532677401,False,2619
Bitterroots (Lost Trail),Early season,mean_swe,Base (mean SWE in window),59,nested,59,,0.005674374686367916,0.5775890361257439,0.3578147819208976,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Early season,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.0071016516277222315,0.5776516007650394,0.3949367405566347,False,2619
Blue Mtns (Anthony Lakes),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.007059958286686975,0.57877461957683,0.3949367405566347,False,2619
Wasatch (Alta/Snowbird/Park City),Early season,days_with_base,Days per 30 with a skiable base,48,within_nino,16,-0.17277139318460408,0.029849954302949056,0.5788842231553689,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.1526298461348471,0.023295869931147097,0.5788842231553689,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),50,within_nina,16,-0.15548864768364062,0.02417671955848732,0.5800839832033593,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Early season,new_snow_in_total,Total new snow in the window (in),47,nested,47,,0.007121302074192496,0.5815339923307279,0.39891242123069554,False,2619
Bitterroots (Lost Trail),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),59,nested,59,,0.005535153038450195,0.5823082566787509,0.3578147819208976,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),45,nested,45,,0.007438030031355984,0.5823870497768935,0.40723664075787896,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.15059896400045367,0.02268004795800994,0.584883023395321,0.6688990105175066,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.006822863851598811,0.5852439329914947,0.3949367405566347,False,2619
Wind River Range,Holidays,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.006819596429270691,0.5853340940365972,0.3949367405566347,False,2619
Jemez (Pajarito),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.14548270904476993,0.02116521863100518,0.5854829034193162,0.6509928978614332,False,2619
Chugach (Alyeska),Early season,mean_swe,Base (mean SWE in window),43,within_nina,15,-0.1546475665695577,0.023915869845885777,0.5856828634273146,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Midwinter,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.007107991573912695,0.5863639362748283,0.40301026636269627,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.15816467451605795,0.02501606426477055,0.5864827034593081,0.6688990105175066,False,2619
San Juans (Telluride/Purgatory),Midwinter,mean_swe,Base (mean SWE in window),46,within_nino,15,-0.15550871271410444,0.024182959729997868,0.5866826634673066,0.6688990105175066,False,2619
San Juans (Telluride/Purgatory),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.15328481456501505,0.02349623437623105,0.5872825434913017,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.14664628233954205,0.02150513212400868,0.5882823435312937,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Holidays,mean_depth,Base (mean snow depth),29,nested,29,,0.011881366667236376,0.5883658969719441,0.5000974343469677,False,2619
Whitefish & Flathead Range,Midwinter,new_snow_in_total,Total new snow in the window (in),52,nested,52,,0.006143424171679693,0.5884760544881475,0.38014271330980004,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.007022679415248587,0.5886275914145707,0.40301026636269627,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,new_snow_in_total,Total new snow in the window (in),44,within_nino,15,0.150530862715452,0.022659540629858255,0.5890821835632873,0.6688990105175066,False,2619
Klamath & Siskiyou (Mt Shasta),Early season,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.19208812965425356,0.03689784955406933,0.5894821035792841,0.6688990105175066,False,2619
Park Range (Steamboat),Midwinter,mean_swe,Base (mean SWE in window),47,within_nino,16,-0.14114546002496509,0.019922040885659017,0.5896820635872826,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Holidays,new_snow_in_total,Total new snow in the window (in),53,within_nino,18,-0.13671868214928484,0.01869199804863718,0.589882023595281,0.6189900709973589,False,2619
Beartooth & Absaroka (Red Lodge),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),53,within_nina,19,0.12777045322133534,0.016325288716385444,0.5904819036192761,0.6046192670424827,False,2619
Front Range (Winter Park/Loveland/A-Basin),Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.006599624265974004,0.5914689834118332,0.3949367405566347,False,2619
Bitterroots (Lost Trail),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),59,within_nino,20,-0.13542592577896342,0.01834018137308931,0.5916816636672666,0.5911839833526782,False,2619
San Juans (Telluride/Purgatory),Early season,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.14300850203643964,0.02045143165470636,0.5920815836832634,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,mean_swe,Base (mean SWE in window),48,within_nino,16,-0.14765136261415954,0.021800924881818028,0.5920815836832634,0.6509928978614332,False,2619
Bitterroots (Lost Trail),Early season,mean_swe,Base (mean SWE in window),59,within_nino,20,0.12873823006173904,0.01657353187942925,0.5924815036992601,0.5911839833526782,False,2619
Park Range (Steamboat),Holidays,mean_swe,Base (mean SWE in window),47,nested,47,,0.006658743548813473,0.5941144329483035,0.39891242123069554,False,2619
Gore & Tenmile (Vail/Summit/Copper),Early season,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,-0.14328277936465772,0.020529954862461185,0.5946810637872425,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Midwinter,days_with_base,Days per 30 with a skiable base,53,nested,53,,0.005813726926222449,0.5948685717856008,0.37669626558347646,False,2619
Ruby Mtns & NE Nevada,Midwinter,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.00675088660467021,0.5959588820392323,0.40301026636269627,False,2619
Mt Hood,Holidays,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.14641446196704141,0.021437194673098216,0.5964807038592281,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,-0.14637790634990133,0.021426491467380484,0.596880623875225,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Early season,mean_depth,Base (mean snow depth),26,nested,26,,0.01291446376083342,0.596995005830546,0.5256903151516702,False,2619
Central Cascades (Stevens/Snoqualmie),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nina,16,0.14467065807311968,0.02092959930730951,0.5976804639072185,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Early season,new_snow_in_total,Total new snow in the window (in),60,within_nino,20,0.12544629982905464,0.015736774140801074,0.5976804639072185,0.5911839833526782,False,2619
Elk Mtns (Aspen/Crested Butte),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.14805983666979186,0.021921715234685443,0.597880423915217,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,mean_swe,Base (mean SWE in window),48,nested,48,,0.0063679863824719326,0.5980722450462646,0.3949367405566347,False,2619
Bridger Range (Bridger Bowl),Spring,mean_depth,Base (mean snow depth),24,nested,24,,0.014120711086926944,0.5983999476217337,0.5450809287304434,False,2619
S San Juans (Wolf Creek),Holidays,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.13884059981894878,0.01927671215808548,0.598880223955209,0.6509928978614332,False,2619
Wind River Range,Holidays,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,-0.14202552842657726,0.020171250724848506,0.5990801839632074,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.006330657213163095,0.5991506022736142,0.3949367405566347,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,mean_depth,Base (mean snow depth),28,nested,28,,0.011680959890907049,0.59921164261628,0.5082126283577936,False,2619
Wind River Range,Spring,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.14267529838133863,0.020356240768204012,0.5996800639872025,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Spring,mean_depth,Base (mean snow depth),26,nested,26,,0.012698813990613051,0.6000941815959905,0.5256903151516702,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.006293196858667836,0.6002368080925198,0.3949367405566347,False,2619
White Mtns AZ (Sunrise Park),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0065591239802741475,0.6012452248817934,0.40301026636269627,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,mean_swe,Base (mean SWE in window),48,within_nina,16,0.13807015027363725,0.019063366396584774,0.6012797440511898,0.6509928978614332,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,-0.14048230739042838,0.01973527868973881,0.6012797440511898,0.6509928978614332,False,2619
Uinta Mtns,Spring,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.13886265080502264,0.019282835788597654,0.6016796640671865,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Spring,mean_depth,Base (mean snow depth),28,nested,28,,0.011523999230567914,0.6016905459094564,0.5082126283577936,False,2619
Markagunt (Brian Head),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.14606607512496217,0.021335298302411092,0.6018796240751849,0.6688990105175066,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.006530741469770169,0.6020359271312867,0.40301026636269627,False,2619
Uinta Mtns,Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nino,16,-0.14083487353404814,0.019834461603351332,0.6020795840831834,0.6509928978614332,False,2619
Missoula ranges (Montana Snowbowl),Early season,days_with_base,Days per 30 with a skiable base,37,within_nino,12,-0.17082570403507558,0.029181421159079235,0.6028794241151769,0.732389290340833,False,2619
